iter	RMSE
548	0.1870834068
549	0.1870659341
550	0.1870486026
551	0.187031571
552	0.1870143435
553	0.1869970509
554	0.1869797796
555	0.186962561
556	0.1869454157
557	0.1869281303
558	0.1869109783
559	0.1868941426
560	0.1868768822
561	0.1868600793
562	0.1868433084
563	0.1868263053
564	0.1868095669
565	0.1867926357
566	0.1867755924
567	0.1867592089
568	0.1867419679
569	0.1867252701
570	0.1867086042
571	0.1866914019
572	0.1866747707
573	0.1866577478
574	0.1866411512
575	0.1866242928
576	0.1866072607
577	0.1865903621
578	0.1865734384
579	0.186556878
580	0.1865403492
581	0.1865235079
582	0.1865070113
583	0.1864902896
584	0.1864734478
585	0.1864566817
586	0.1864402204
587	0.1864237906
588	0.1864073922
589	0.1863903898
590	0.1863736259
591	0.1863566155
592	0.1863402526
593	0.186323921
594	0.1863069487
595	0.1862906512
596	0.1862738697
597	0.1862572213
598	0.1862409605
599	0.1862247306
600	0.1862079977
601	0.1861911627
602	0.1861749676
603	0.1861582775
604	0.1861421162
605	0.1861259859
606	0.1861093896
607	0.1860926756
608	0.1860765797
609	0.1860603131
610	0.1860436079
611	0.1860275438
612	0.1860115105
613	0.1859951136
614	0.1859786335
615	0.1859619484
616	0.1859459519
617	0.1859296209
618	0.1859131536
619	0.1858966686
620	0.1858807043
621	0.1858640798
622	0.1858475361
623	0.1858316058
624	0.1858150566
625	0.1857986259
626	0.1857827275
627	0.1857664364
628	0.1857500219
629	0.1857337099
630	0.1857172886
631	0.1857008782
632	0.1856848086
633	0.1856687696
634	0.1856525873
635	0.1856367285
636	0.1856205217
637	0.1856044703
638	0.1855886451
639	0.1855723207
640	0.1855560909
641	0.1855399488
642	0.1855240301
643	0.1855080714
644	0.185491655
645	0.1854754353
646	0.1854592563
647	0.1854430369
648	0.1854270426
649	0.1854111857
650	0.185394931
651	0.1853791266
652	0.185362925
653	0.1853468419
654	0.1853310799
655	0.1853149185
656	0.1852991894
657	0.1852834904
658	0.1852676297
659	0.1852515944
660	0.1852355245
661	0.1852198619
662	0.1852041724
663	0.1851885422
664	0.185172942
665	0.1851570071
666	0.1851414373
667	0.1851254349
668	0.1851094372
669	0.1850939006
670	0.1850780788
671	0.1850622872
672	0.1850466806
673	0.1850308577
674	0.1850149377
675	0.1849992295
676	0.184983733
677	0.1849680182
678	0.1849521289
679	0.1849365026
680	0.184920628
681	0.1849051657
682	0.1848897331
683	0.1848740736
684	0.1848586713
685	0.1848428606
686	0.1848270667
687	0.1848114753
688	0.1847961063
689	0.1847807668
690	0.1847651721
691	0.1847494143
692	0.1847341075
693	0.1847185999
694	0.1847029699
695	0.1846876959
696	0.1846721003
697	0.1846568583
698	0.1846416455
699	0.1846264619
700	0.1846113074
701	0.1845958285
702	0.1845807058
703	0.1845651688
704	0.1845495458
705	0.1845341082
706	0.1845186633
707	0.1845035721
708	0.1844881754
709	0.1844728435
710	0.1844574435
711	0.1844420707
712	0.1844270153
713	0.1844119887
714	0.184396665
715	0.1843813051
716	0.184365762
717	0.1843507683
718	0.1843356471
719	0.1843204165
720	0.1843052673
721	0.1842899938
722	0.1842750314
723	0.1842600977
724	0.1842451927
725	0.1842301018
726	0.1842148026
727	0.1841999295
728	0.1841848785
729	0.1841698341
730	0.1841547271
731	0.1841397792
732	0.1841249405
733	0.1841101304
734	0.1840947463
735	0.1840795456
736	0.184064769
737	0.1840500208
738	0.1840348175
739	0.1840201003
740	0.1840054113
741	0.1839903717
742	0.1839757116
743	0.1839606318
744	0.183945775
745	0.1839308155
746	0.1839158288
747	0.1839007365
748	0.1838861118
749	0.1838711066
750	0.1838559164
751	0.1838413253
752	0.1838263624
753	0.1838115518
754	0.18379699
755	0.1837819927
756	0.1837674596
757	0.1837525449
758	0.1837377047
759	0.1837228592
760	0.1837082078
761	0.1836937086
762	0.1836788561
763	0.1836640632
764	0.1836490169
765	0.1836345516
766	0.1836198365
767	0.1836051074
768	0.1835904795
769	0.1835760454
770	0.1835614476
771	0.1835464907
772	0.1835315626
773	0.1835168044
774	0.1835020943
775	0.1834874675
776	0.1834727925
777	0.1834581922
778	0.1834438002
779	0.1834291588
780	0.1834147952
781	0.1834002102
782	0.1833857063
783	0.1833712475
784	0.1833566861
785	0.1833420055
786	0.1833276747
787	0.183313288
788	0.183298929
789	0.1832846267
790	0.1832703519
791	0.1832558102
792	0.1832415634
793	0.1832272431
794	0.1832130243
795	0.1831988329
796	0.1831846687
797	0.1831702936
798	0.1831559142
799	0.1831417666
800	0.1831273688
801	0.1831132373
802	0.1830991329
803	0.1830844573
804	0.1830700976
805	0.1830560256
806	0.1830415294
807	0.1830274868
808	0.183012888
809	0.1829985553
810	0.182984273
811	0.1829700594
812	0.1829560484
813	0.1829414959
814	0.1829275143
815	0.1829135597
816	0.1828993241
817	0.1828852664
818	0.1828707897
819	0.1828564402
820	0.182842243
821	0.182828326
822	0.1828140315
823	0.1827998677
824	0.1827859806
825	0.1827718941
826	0.1827577695
827	0.1827436983
828	0.1827295857
829	0.1827157319
830	0.1827019047
831	0.1826877937
832	0.1826737118
833	0.1826597521
834	0.1826455843
835	0.1826315208
836	0.1826174439
837	0.1826032124
838	0.1825894237
839	0.1825754572
840	0.1825614669
841	0.182547708
842	0.1825337403
843	0.1825200086
844	0.1825060886
845	0.1824921443
846	0.1824783025
847	0.1824642947
848	0.1824503893
849	0.1824366916
850	0.182422797
851	0.1824091282
852	0.1823954857
853	0.1823815872
854	0.1823679716
855	0.1823543821
856	0.1823405966
857	0.1823266699
858	0.1823129941
859	0.1822994151
860	0.182285587
861	0.1822720492
862	0.1822584916
863	0.1822447567
864	0.1822310557
865	0.1822173077
866	0.1822037814
867	0.1821902811
868	0.1821764508
869	0.1821628116
870	0.1821488714
871	0.1821352351
872	0.1821216485
873	0.1821081813
874	0.1820946154
875	0.1820809296
876	0.1820674285
877	0.1820539913
878	0.1820405799
879	0.1820271943
880	0.1820134058
881	0.181999873
882	0.1819864118
883	0.1819726205
884	0.1819592687
885	0.181945805
886	0.1819324797
887	0.1819191801
888	0.181905906
889	0.1818923677
890	0.1818791218
891	0.1818658248
892	0.1818521897
893	0.181838626
894	0.1818253645
895	0.1818119168
896	0.1817984764
897	0.181784905
898	0.1817716943
899	0.1817582534
900	0.1817448518
901	0.1817315817
902	0.1817184023
903	0.1817050814
904	0.1816919281
905	0.1816784412
906	0.1816650987
907	0.1816515945
908	0.1816384718
909	0.1816250429
910	0.1816119078
911	0.1815984341
912	0.1815851403
913	0.1815719432
914	0.1815588186
915	0.1815457322
916	0.181532671
917	0.1815192558
918	0.1815061531
919	0.1814931219
920	0.1814800209
921	0.1814670155
922	0.1814537916
923	0.1814405694
924	0.1814272408
925	0.1814142639
926	0.1814009371
927	0.1813879877
928	0.18137481
929	0.181361888
930	0.1813489909
931	0.1813358251
932	0.181322745
933	0.1813098742
934	0.1812970281
935	0.181284034
936	0.1812709041
937	0.1812576749
938	0.1812447577
939	0.1812319444
940	0.1812191558
941	0.1812063537
942	0.1811933709
943	0.1811806101
944	0.1811674666
945	0.1811547326
946	0.1811419011
947	0.1811287946
948	0.1811157631
949	0.1811026648
950	0.1810895918
951	0.1810767039
952	0.1810639515
953	0.1810510474
954	0.1810381227
955	0.1810251831
956	0.1810123961
957	0.1809997021
958	0.1809867345
959	0.1809740656
960	0.1809610486
961	0.1809484065
962	0.1809357887
963	0.1809228352
964	0.1809102442
965	0.1808973125
966	0.1808845049
967	0.1808717679
968	0.1808592032
969	0.1808466296
970	0.1808340915
971	0.1808212376
972	0.1808087242
973	0.180796235
974	0.1807835911
975	0.1807706795
976	0.1807579877
977	0.1807459432
978	0.1807332207
979	0.1807205358
980	0.1807077197
981	0.1806949736
982	0.180682377
983	0.1806696713
984	0.180656949
985	0.1806445177
986	0.1806319658
987	0.1806195214
988	0.1806070914
989	0.1805946896
990	0.1805820406
991	0.1805693244
992	0.1805569494
993	0.1805445982
994	0.1805319109
995	0.180519391
996	0.180506849
997	0.1804945585
998	0.1804826302
999	0.18047015
1000	0.1804577317
1001	0.1804453919
1002	0.1804327882
1003	0.1804202794
1004	0.1804079845
1005	0.180395449
1006	0.1803829515
1007	0.1803706405
1008	0.1803582582
1009	0.1803458288
1010	0.1803333932
1011	0.1803213414
1012	0.1803090807
1013	0.1802968211
1014	0.180284571
1015	0.1802723374
1016	0.1802599246
1017	0.1802480906
1018	0.1802362796
1019	0.1802238368
1020	0.1802116277
1021	0.1801994588
1022	0.1801873133
1023	0.1801750993
1024	0.180162978
1025	0.1801505753
1026	0.1801384797
1027	0.1801267696
1028	0.1801143949
1029	0.1801022436
1030	0.1800901335
1031	0.1800778429
1032	0.1800657936
1033	0.1800537676
1034	0.1800417648
1035	0.1800297853
1036	0.1800180166
1037	0.1800058588
1038	0.179993905
1039	0.1799819743
1040	0.1799698133
1041	0.1799579063
1042	0.1799458457
1043	0.1799339641
1044	0.179922033
1045	0.1799099679
1046	0.1798981122
1047	0.1798860742
1048	0.1798742891
1049	0.1798620655
1050	0.179850047
1051	0.1798381541
1052	0.1798259386
1053	0.1798137719
1054	0.1798022633
1055	0.179790212
1056	0.1797781066
1057	0.1797662496
1058	0.1797540921
1059	0.1797422472
1060	0.1797303246
1061	0.1797185265
1062	0.1797064647
1063	0.1796943971
1064	0.1796823699
1065	0.1796705619
1066	0.1796587922
1067	0.1796471534
1068	0.1796354016
1069	0.1796234352
1070	0.1796114095
1071	0.1795996682
1072	0.1795877729
1073	0.179576055
1074	0.1795646515
1075	0.1795532702
1076	0.1795414664
1077	0.1795297222
1078	0.1795177598
1079	0.1795059463
1080	0.1794942917
1081	0.1794824128
1082	0.1794706341
1083	0.1794589016
1084	0.1794475645
1085	0.1794359538
1086	0.1794245083
1087	0.1794126921
1088	0.1794009826
1089	0.1793891625
1090	0.1793774445
1091	0.1793659716
1092	0.1793542612
1093	0.1793426347
1094	0.1793308211
1095	0.1793189896
1096	0.1793076977
1097	0.1792961382
1098	0.1792846011
1099	0.1792727766
1100	0.1792612181
1101	0.1792497252
1102	0.179238016
1103	0.1792264023
1104	0.1792148959
1105	0.1792034117
1106	0.1791919498
1107	0.1791802149
1108	0.1791685764
1109	0.1791569191
1110	0.1791452422
1111	0.1791336318
1112	0.1791220191
1113	0.179110621
1114	0.1790993838
1115	0.1790880297
1116	0.1790766977
1117	0.1790653063
1118	0.1790538625
1119	0.1790424631
1120	0.1790312983
1121	0.1790198934
1122	0.1790083055
1123	0.1789969818
1124	0.1789856032
1125	0.1789741413
1126	0.178963037
1127	0.1789515168
1128	0.1789401806
1129	0.1789288662
1130	0.1789175738
1131	0.1789063632
1132	0.1788950789
1133	0.1788836902
1134	0.1788723205
1135	0.1788610565
1136	0.1788498108
1137	0.1788385694
1138	0.17882737
1139	0.1788160026
1140	0.1788047843
1141	0.17879352
1142	0.1787825508
1143	0.1787716029
1144	0.1787602215
1145	0.1787489389
1146	0.1787380123
1147	0.1787268324
1148	0.1787156916
1149	0.1787044504
1150	0.1786930136
1151	0.1786821266
1152	0.1786708657
1153	0.1786594832
1154	0.1786481938
1155	0.1786370989
1156	0.1786257598
1157	0.1786146882
1158	0.1786033392
1159	0.1785922909
1160	0.1785811074
1161	0.1785697847
1162	0.1785588904
1163	0.1785476894
1164	0.1785366662
1165	0.1785254061
1166	0.178514406
1167	0.1785034273
1168	0.1784926725
1169	0.1784814947
1170	0.1784704423
1171	0.1784591962
1172	0.1784480999
1173	0.1784371637
1174	0.1784260073
1175	0.1784150928
1176	0.1784041994
1177	0.1783930784
1178	0.178382086
1179	0.1783710912
1180	0.1783604138
1181	0.1783493421
1182	0.1783383907
1183	0.178327736
1184	0.1783169054
1185	0.1783060958
1186	0.1782953071
1187	0.1782841592
1188	0.1782733932
1189	0.1782623324
1190	0.1782517665
1191	0.1782408946
1192	0.1782299999
1193	0.1782191776
1194	0.1782084533
1195	0.1781974506
1196	0.1781869252
1197	0.1781764202
1198	0.178165373
1199	0.1781547057
1200	0.1781439233
1201	0.1781330117
1202	0.1781220696
1203	0.1781111075
1204	0.1781001743
1205	0.1780893932
1206	0.1780785048
1207	0.1780675208
1208	0.1780568858
1209	0.1780462802
1210	0.178035427
1211	0.1780248152
1212	0.1780139399
1213	0.1780031003
1214	0.1779922971
1215	0.177981428
1216	0.177970807
1217	0.1779600939
1218	0.1779492848
1219	0.1779388676
1220	0.1779280478
1221	0.1779174833
1222	0.1779069543
1223	0.1778962256
1224	0.1778853683
1225	0.1778748271
1226	0.1778644641
1227	0.1778538337
1228	0.1778433891
1229	0.1778328858
1230	0.1778222715
1231	0.1778117893
1232	0.1778013275
1233	0.1777907352
1234	0.1777802943
1235	0.1777695611
1236	0.1777588297
1237	0.1777484111
1238	0.1777380128
1239	0.1777276346
1240	0.1777170962
1241	0.1777068484
1242	0.177696313
1243	0.1776855734
1244	0.1776749443
1245	0.1776645931
1246	0.1776540497
1247	0.1776434106
1248	0.1776327922
1249	0.1776222959
1250	0.177611971
1251	0.1776015204
1252	0.1775910048
1253	0.1775803621
1254	0.1775698782
1255	0.177559578
1256	0.1775492977
1257	0.1775390373
1258	0.1775285138
1259	0.1775179346
1260	0.1775073759
1261	0.177497244
1262	0.1774866933
1263	0.1774762256
1264	0.1774661134
1265	0.1774557113
1266	0.1774452509
1267	0.1774350491
1268	0.1774246805
1269	0.177414243
1270	0.1774037428
1271	0.1773935646
1272	0.1773833188
1273	0.1773731626
1274	0.1773628545
1275	0.177352687
1276	0.1773424177
1277	0.1773323775
1278	0.1773221061
1279	0.1773120422
1280	0.1773020216
1281	0.1772915893
1282	0.1772814895
1283	0.177271505
1284	0.1772614404
1285	0.1772513954
1286	0.1772410177
1287	0.1772306265
1288	0.1772203082
1289	0.1772099893
1290	0.1771998523
1291	0.1771897818
1292	0.1771794867
1293	0.1771695571
1294	0.1771591764
1295	0.1771490049
1296	0.1771390058
1297	0.1771290262
1298	0.177119066
1299	0.1771092057
1300	0.1770990998
1301	0.1770887226
1302	0.1770784971
1303	0.1770681934
1304	0.1770583551
1305	0.1770485359
1306	0.1770384629
1307	0.1770281868
1308	0.1770182997
1309	0.1770082628
1310	0.1769983967
1311	0.1769886309
1312	0.176978391
1313	0.17696856
1314	0.1769586915
1315	0.1769485092
1316	0.1769383409
1317	0.1769285314
1318	0.1769188161
1319	0.1769086324
1320	0.1768985178
1321	0.1768884132
1322	0.1768784645
1323	0.1768683341
1324	0.1768582711
1325	0.1768485043
1326	0.1768386402
1327	0.1768289654
1328	0.1768193094
1329	0.176809283
1330	0.1767993466
1331	0.1767891794
1332	0.1767791918
1333	0.176769108
1334	0.1767589941
1335	0.1767490941
1336	0.1767392323
1337	0.1767292544
1338	0.1767195504
1339	0.1767094774
1340	0.1766996171
1341	0.1766896242
1342	0.1766799421
1343	0.1766699038
1344	0.1766602412
1345	0.1766501982
1346	0.1766403286
1347	0.1766307497
1348	0.176620768
1349	0.176610973
1350	0.1766014156
1351	0.1765914635
1352	0.1765816567
1353	0.1765720531
1354	0.1765624682
1355	0.1765525296
1356	0.1765425483
1357	0.1765329832
1358	0.1765232498
1359	0.1765135064
1360	0.1765038415
1361	0.1764939089
1362	0.176484205
1363	0.1764745772
1364	0.176464964
1365	0.1764551269
1366	0.1764452504
1367	0.1764354505
1368	0.1764259139
1369	0.1764161257
1370	0.1764064397
1371	0.1763965999
1372	0.176386822
1373	0.1763770518
1374	0.176367374
1375	0.1763577225
1376	0.1763479263
1377	0.176338163
1378	0.1763284187
1379	0.1763187107
1380	0.1763090109
1381	0.176299297
1382	0.1762897943
1383	0.1762803478
1384	0.1762709196
1385	0.1762611858
1386	0.1762517077
1387	0.1762420113
1388	0.1762323475
1389	0.1762228964
1390	0.1762135031
1391	0.1762041281
1392	0.1761945696
1393	0.1761849426
1394	0.1761753343
1395	0.1761659472
1396	0.1761565464
1397	0.1761472047
1398	0.1761376302
1399	0.1761280072
1400	0.1761186845
1401	0.1761093332
1402	0.1760997796
1403	0.1760902461
1404	0.1760809564
1405	0.1760716823
1406	0.1760624109
1407	0.1760529014
1408	0.1760434429
1409	0.1760338325
1410	0.1760242613
1411	0.1760149644
1412	0.1760053917
1413	0.1759960379
1414	0.1759867612
1415	0.1759774159
1416	0.1759679266
1417	0.1759586705
1418	0.1759494324
1419	0.1759402438
1420	0.175930793
1421	0.1759216225
1422	0.1759123467
1423	0.1759031579
1424	0.1758938975
1425	0.1758847286
1426	0.1758756084
1427	0.17586637
1428	0.1758571312
1429	0.1758478323
1430	0.1758387
1431	0.1758296158
1432	0.1758205493
1433	0.1758115004
1434	0.1758020789
1435	0.1757927901
1436	0.1757833834
1437	0.1757739444
1438	0.1757646467
1439	0.1757556179
1440	0.1757462123
1441	0.1757369719
1442	0.175727921
1443	0.1757185892
1444	0.1757091806
1445	0.1756998736
1446	0.1756908425
1447	0.1756814526
1448	0.1756724726
1449	0.1756631904
1450	0.1756541932
1451	0.1756448246
1452	0.1756355582
1453	0.1756263481
1454	0.1756172898
1455	0.1756083429
1456	0.1755993024
1457	0.1755903378
1458	0.1755810288
1459	0.1755721025
1460	0.1755630234
1461	0.1755537938
1462	0.1755445117
1463	0.175535373
1464	0.1755262957
1465	0.1755173568
1466	0.1755082145
1467	0.1754989684
1468	0.1754898188
1469	0.1754809002
1470	0.1754720245
1471	0.1754630654
1472	0.1754539644
1473	0.175444775
1474	0.1754359193
1475	0.1754270497
1476	0.1754182252
1477	0.1754090889
1478	0.1754001721
1479	0.1753911657
1480	0.1753823313
1481	0.1753731516
1482	0.1753639981
1483	0.1753549774
1484	0.1753460933
1485	0.175337279
1486	0.1753281442
1487	0.1753192285
1488	0.1753104334
1489	0.1753014322
1490	0.1752924484
1491	0.175283689
1492	0.1752749262
1493	0.1752659357
1494	0.1752571906
1495	0.1752482294
1496	0.1752392596
1497	0.1752305455
1498	0.1752214428
1499	0.1752125213
1500	0.1752036581
1501	0.1751949486
1502	0.175186037
1503	0.1751772319
1504	0.1751684224
1505	0.1751594397
1506	0.1751505565
1507	0.1751418682
1508	0.1751328121
1509	0.1751238657
1510	0.1751150182
1511	0.175106349
