iter	RMSE
1512	0.1750976967
1513	0.1750886637
1514	0.1750800274
1515	0.1750714066
1516	0.1750623927
1517	0.1750535368
1518	0.1750447852
1519	0.1750360556
1520	0.1750270984
1521	0.1750184987
1522	0.1750096652
1523	0.1750008454
1524	0.1749921139
1525	0.1749835261
1526	0.174974622
1527	0.1749657712
1528	0.1749572066
1529	0.1749485405
1530	0.1749397124
1531	0.1749311667
1532	0.1749223013
1533	0.1749134708
1534	0.17490493
1535	0.1748961168
1536	0.1748873686
1537	0.1748788446
1538	0.1748703372
1539	0.1748616062
1540	0.1748527268
1541	0.1748442367
1542	0.1748356069
1543	0.1748267865
1544	0.1748183138
1545	0.174809681
1546	0.1748012255
1547	0.1747927027
1548	0.1747840459
1549	0.174775252
1550	0.1747668169
1551	0.1747583982
1552	0.1747499959
1553	0.17474161
1554	0.174733071
1555	0.1747246845
1556	0.1747163143
1557	0.1747079092
1558	0.1746993992
1559	0.1746910592
1560	0.1746825641
1561	0.1746737727
1562	0.1746651266
1563	0.1746564514
1564	0.1746478414
1565	0.174639398
1566	0.1746307339
1567	0.1746224178
1568	0.1746139528
1569	0.1746052503
1570	0.1745966756
1571	0.1745881313
1572	0.1745798129
1573	0.1745712474
1574	0.1745627871
1575	0.1745543074
1576	0.1745457883
1577	0.174537251
1578	0.1745289711
1579	0.1745205255
1580	0.1745120762
1581	0.1745037892
1582	0.1744953067
1583	0.1744870339
1584	0.1744786424
1585	0.1744704482
1586	0.1744619646
1587	0.1744534229
1588	0.1744451811
1589	0.1744368386
1590	0.1744284978
1591	0.1744202783
1592	0.1744121033
1593	0.1744037895
1594	0.1743951578
1595	0.1743869627
1596	0.1743787437
1597	0.1743705099
1598	0.1743618988
1599	0.174353413
1600	0.1743452246
1601	0.1743369666
1602	0.1743287947
1603	0.1743206038
1604	0.1743124607
1605	0.1743042986
1606	0.1742958904
1607	0.174287568
1608	0.1742794233
1609	0.1742709411
1610	0.1742627393
1611	0.1742544117
1612	0.1742459615
1613	0.1742377479
1614	0.1742296541
1615	0.1742215761
1616	0.1742135139
1617	0.1742052347
1618	0.1741969893
1619	0.1741887348
1620	0.1741802293
1621	0.1741717403
1622	0.1741636567
1623	0.174155255
1624	0.1741468654
1625	0.1741387668
1626	0.174130684
1627	0.1741223149
1628	0.1741141073
1629	0.17410584
1630	0.174097666
1631	0.1740893257
1632	0.174081145
1633	0.1740729017
1634	0.1740648409
1635	0.1740566403
1636	0.1740483498
1637	0.1740400504
1638	0.1740320492
1639	0.1740237038
1640	0.1740155607
1641	0.174007532
1642	0.173999557
1643	0.1739913308
1644	0.1739831035
1645	0.1739749468
1646	0.1739669355
1647	0.1739587027
1648	0.1739507662
1649	0.1739427714
1650	0.1739347923
1651	0.1739268636
1652	0.1739186739
1653	0.1739104762
1654	0.1739022283
1655	0.173894334
1656	0.1738863854
1657	0.1738784888
1658	0.1738704283
1659	0.1738622885
1660	0.1738541759
1661	0.1738462575
1662	0.1738383545
1663	0.1738305014
1664	0.1738226637
1665	0.1738146504
1666	0.1738067889
1667	0.1737986778
1668	0.1737905825
1669	0.1737827753
1670	0.1737746732
1671	0.1737668402
1672	0.1737590225
1673	0.1737508691
1674	0.1737431032
1675	0.173735155
1676	0.1737270865
1677	0.1737192978
1678	0.1737112483
1679	0.1737032146
1680	0.1736952097
1681	0.1736873423
1682	0.1736794631
1683	0.1736716916
1684	0.1736637522
1685	0.1736559971
1686	0.1736479796
1687	0.17364
1688	0.1736322801
1689	0.1736245635
1690	0.1736168605
1691	0.1736089074
1692	0.1736009143
1693	0.173592931
1694	0.1735849908
1695	0.1735770703
1696	0.1735692475
1697	0.1735613532
1698	0.173553412
1699	0.1735456906
1700	0.1735380428
1701	0.1735303381
1702	0.1735224388
1703	0.1735147501
1704	0.1735069519
1705	0.1734990969
1706	0.1734912
1707	0.1734835282
1708	0.1734757531
1709	0.173468098
1710	0.173460484
1711	0.1734527583
1712	0.1734449669
1713	0.1734373119
1714	0.1734297142
1715	0.1734220097
1716	0.1734143941
1717	0.1734066023
1718	0.1733987593
1719	0.1733910353
1720	0.1733831426
1721	0.1733753419
1722	0.1733675291
1723	0.173359963
1724	0.1733524117
1725	0.1733448752
1726	0.1733370645
1727	0.1733294319
1728	0.1733216396
1729	0.173314003
1730	0.1733064419
1731	0.1732988956
1732	0.1732913641
1733	0.1732836763
1734	0.1732758913
1735	0.1732681788
1736	0.1732604339
1737	0.1732527569
1738	0.1732452001
1739	0.1732377223
1740	0.1732301138
1741	0.1732224721
1742	0.1732150099
1743	0.1732073197
1744	0.1731996816
1745	0.173191976
1746	0.1731841369
1747	0.1731763131
1748	0.1731688266
1749	0.1731613959
1750	0.1731537745
1751	0.1731460318
1752	0.1731384379
1753	0.1731308588
1754	0.173123135
1755	0.1731155
1756	0.1731080418
1757	0.1731005981
1758	0.1730931122
1759	0.1730856821
1760	0.1730782945
1761	0.1730708773
1762	0.173063265
1763	0.1730559048
1764	0.1730483847
1765	0.1730408925
1766	0.1730335077
1767	0.1730258719
1768	0.1730185318
1769	0.1730108265
1770	0.1730034538
1771	0.1729961405
1772	0.1729887586
1773	0.1729813407
1774	0.1729738368
1775	0.1729665396
1776	0.1729592049
1777	0.1729519438
1778	0.1729445974
1779	0.172937329
1780	0.1729300223
1781	0.1729227168
1782	0.1729150919
1783	0.1729075943
1784	0.1729003542
1785	0.1728927555
1786	0.1728852072
1787	0.1728778635
1788	0.1728702394
1789	0.1728627994
1790	0.1728555763
1791	0.1728483673
1792	0.1728408014
1793	0.1728336071
1794	0.1728264269
1795	0.1728189241
1796	0.1728115515
1797	0.1728040988
1798	0.172796928
1799	0.1727896324
1800	0.1727822218
1801	0.1727748714
1802	0.1727676423
1803	0.1727603756
1804	0.1727531107
1805	0.172745547
1806	0.1727381908
1807	0.1727310438
1808	0.1727236811
1809	0.17271648
1810	0.1727091969
1811	0.1727020112
1812	0.172694871
1813	0.1726874919
1814	0.1726801751
1815	0.1726730693
1816	0.1726659405
1817	0.1726586689
1818	0.1726514139
1819	0.1726440001
1820	0.1726366555
1821	0.172629503
1822	0.1726224456
1823	0.172615115
1824	0.1726079769
1825	0.1726008934
1826	0.1725934223
1827	0.1725862989
1828	0.1725791894
1829	0.1725720405
1830	0.1725647725
1831	0.1725576784
1832	0.1725503614
1833	0.1725429427
1834	0.1725356916
1835	0.1725286126
1836	0.1725216014
1837	0.1725143262
1838	0.1725072723
1839	0.1725002863
1840	0.1724930557
1841	0.1724858392
1842	0.1724786025
1843	0.1724714369
1844	0.1724640648
1845	0.1724570655
1846	0.1724500078
1847	0.172443039
1848	0.172435685
1849	0.1724286686
1850	0.1724213912
1851	0.1724141813
1852	0.1724071801
1853	0.1723998644
1854	0.1723927004
1855	0.1723857485
1856	0.1723788215
1857	0.1723717759
1858	0.1723647161
1859	0.1723577429
1860	0.1723505693
1861	0.1723432892
1862	0.1723362875
1863	0.1723291444
1864	0.1723220652
1865	0.1723149867
1866	0.1723080892
1867	0.1723008391
1868	0.1722937057
1869	0.1722866794
1870	0.1722795599
1871	0.1722726152
1872	0.1722656874
1873	0.1722584751
1874	0.1722514968
1875	0.1722442841
1876	0.1722374181
1877	0.1722305637
1878	0.1722237117
1879	0.1722168049
1880	0.1722099241
1881	0.1722029164
1882	0.1721957244
1883	0.1721887963
1884	0.172181971
1885	0.1721750895
1886	0.1721679049
1887	0.1721611335
1888	0.1721541355
1889	0.172147336
1890	0.1721402706
1891	0.1721331448
1892	0.1721262038
1893	0.1721194197
1894	0.172112575
1895	0.172105815
1896	0.1720989945
1897	0.1720920863
1898	0.1720851174
1899	0.1720779956
1900	0.1720711906
1901	0.1720644682
1902	0.1720574688
1903	0.1720507606
1904	0.1720440655
1905	0.1720371181
1906	0.1720303592
1907	0.1720236135
1908	0.1720167219
1909	0.1720099731
1910	0.1720030066
1911	0.1719962778
1912	0.1719895019
1913	0.171982454
1914	0.1719755275
1915	0.1719684707
1916	0.1719614631
1917	0.1719545953
1918	0.1719476027
1919	0.1719407764
1920	0.1719341362
1921	0.1719275091
1922	0.171920563
1923	0.1719137297
1924	0.1719071163
1925	0.171900436
1926	0.1718938461
1927	0.1718868771
1928	0.1718803007
1929	0.1718737372
1930	0.1718669323
1931	0.1718600915
1932	0.1718533484
1933	0.1718463654
1934	0.171839688
1935	0.1718328948
1936	0.1718259333
1937	0.1718190563
1938	0.1718123223
1939	0.1718057774
1940	0.1717990914
1941	0.1717921942
1942	0.1717854429
1943	0.1717789139
1944	0.1717721966
1945	0.1717653247
1946	0.1717588095
1947	0.1717522113
1948	0.171745459
1949	0.1717387426
1950	0.1717322524
1951	0.1717256463
1952	0.1717188743
1953	0.171712261
1954	0.1717055505
1955	0.1716988696
1956	0.1716923243
1957	0.1716858494
1958	0.171679104
1959	0.1716725419
1960	0.1716656668
1961	0.1716588052
1962	0.1716522251
1963	0.1716456765
1964	0.1716391677
1965	0.1716326018
1966	0.1716259004
1967	0.1716192355
1968	0.1716125031
1969	0.1716058223
1970	0.1715992421
1971	0.1715926583
1972	0.1715860376
1973	0.1715794491
1974	0.1715729162
1975	0.171566493
1976	0.1715598709
1977	0.1715531073
1978	0.1715465121
1979	0.1715400051
1980	0.1715335108
1981	0.1715270013
1982	0.1715204317
1983	0.1715138679
1984	0.1715073875
1985	0.1715009198
1986	0.1714943581
1987	0.1714876418
1988	0.1714811885
1989	0.1714747007
1990	0.1714681385
1991	0.1714616599
1992	0.1714551385
1993	0.1714485931
1994	0.1714421542
1995	0.1714355859
1996	0.1714291014
1997	0.1714225652
1998	0.1714161393
1999	0.1714094484
